title,company,category,status,min_edu,min_exp,description,urlJob,urlImg
Digital Marketing,PT Mister Spin Indonesia,Marketing,Kontrak · Kerja di kantor,Minimal Diploma (D1 - D4),3 - 5 tahun pengalaman,"Deskripsi pekerjaan Digital Marketing PT Mister Spin IndonesiaJob Dis: DIGITAL MARKETING1.	Membuat konsep campaign marketing an merancang distribusi content di channel digital (IG,FB. LinkedIN, Tiktok , Youtube, dll)2.	Menyiapkan dan publish konten sosial media (termasuk artikel)3.	Menyiapkan report iklan dan metric untuk masing masing konten yang di publish setiap minggu4.	Memantau performa google ads dan google analytic termasuk: ketersediaan dana iklan, jumlah clicks, engagement rate, visitor website dan sebagainya5.	Memaksimalkan website Perusahaan dengan meng-update konten secara rutin (blog/artikel dengan memperhatikan SEO, testimonial, dan sebagainya)6.	Menyajikan report konten dan iklan secara rutin ( mingguan dan bulanan)7.	Bertanggung jawab dengan perkembangan follower di media sosial Perusahaan serta membuat enggament dengan audien di media social dan website.8.	Maintaince website dan membuat update website berupa penulisan article/blog untuk mendatangkan traffic secara organic maupun berbayar.9.	Mengerti dan pengalaman untuk melakukan SEO keyword research untuk mengoptimalkan traffic website10.	Mengelola dan memonitor Ads report, menganalisa hasil Ads dan membuat action plans untuk kedepannya11.	Mengikuti trend terkini mengenai digital marketing, industri & algoritma ads semua social platform.12.	Dapat berkomunikasi dengan baik dan dapat melakukan presentasi via google meed/zoom meeting.13.	Kratif, inovatif dan memiliki kemampuan komunikasi yang baik14.	Dapat bekerjasama dalam team15.	Jujur dan berniat untuk bekerjaLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/digital-marketing/7b439c58-2723-43ed-88cb-f4d4dbb4b80b?utm_referrer=explore&traceInfo=1cde83ea-f4a3-4e28-81c1-0a1dfb6677e4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2ebefe9cf0c6e40c0b3243625b708d5a.jpg
Livestream Operation Supervisor (Mandarin Speaker),PT Boss Hire Indonesia,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Livestream Operation Supervisor (Mandarin Speaker) PT Boss Hire IndonesiaFollow our ins: ""bosshire.id"" and get more details!Responsibilities:Plan, organize, and supervise livestream sessions across platforms like Tiktok, Shopee, and social media channels.Collaborate closely with marketing and sales teams to align livestream content with promotional strategies and goals.Schedule and oversee livestream events to ensure seamless execution and adherence to timelines.Create compelling and informative content for livestream sessions, focusing on showcasing Breylee beauty products.Engage with viewers in real-time, addressing inquiries, providing product information, and resolving concerns.Cultivate an engaging and interactive atmosphere during livestreams to enhance viewer experience and satisfaction.Ensure all technical aspects of livestream setup (audio, video, lighting) are operational and optimized.Requirements:Have a Bachelor Degree or related backgroundFluent in Mandarin and proficient in English.Proven experience in livestream operations, preferably in the beauty or consumer goods industry.Tech-savvy with a good understanding of livestreaming platforms and digital marketing tools.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/livestream-operation-supervisor-mandarin-speaker/ce77068e-8fe7-4678-b018-0a3b936c2a58?utm_referrer=explore&traceInfo=1cde83ea-f4a3-4e28-81c1-0a1dfb6677e4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0c84cc07d78370245059bc3cef744710.jpg
HOST LIVE,Plumeria Scent,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan HOST LIVE Plumeria ScentSyarat Pekerjaan Host Live & Content Creator :• Wanita max 30 tahun• Energik, komunikatif• Memiliki kemampuan public speaking yang baik• Percaya diri di depan kamera• Berpenampilan menarik dan fashionable• Mampu melakukan direct selling• Bersedia melakukan LIVE sesuai jadwal yang telah di tentukan• Bertanggung jawab dengan materi yang akan disampaikan serta meningkatkan jumlah viewer dan pembeli di live streaming tersebut• Live Streaming dilakukan di Office Plumeria Scent• Melakukan pembuatan konten untuk Social Media, Reels & TikTokLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/host-live/1dfae62b-85b0-47f7-ad7e-42e20e0385ba?utm_referrer=explore&traceInfo=1cde83ea-f4a3-4e28-81c1-0a1dfb6677e4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2fb914989ca7fd36628abb6d35205ed0.png
Marketing Manager,LAJOLIE AESTHETIC,Marketing,Penuh Waktu · Hybrid,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Marketing Manager LAJOLIE AESTHETICJob DescriptionsMelakukan perencanaan, pengembangan, implementasi, dan pelaksanaan rencana pemasaran strategisMenentukan anggaran dan target pemasaran untuk mencapainyaMelakukan penelitian untuk mengetahui kebutuhan dan keinginan audiens targetMengidentifikasi masalah yang dihadapi konsumen dan mencari peluangMengembangkan audiens online melalui platform media sosiaMembuat konten untuk rilis pers, artikel, dan grafis sesuai kebutuhanMelacak, mengukur, dan menganalisis inisiatif pemasaranJob RequirementsPendidikan minimal S1 Ilmu Komunikasi / MarketingPengalaman minimal 3 tahun di bidang yang samaKreatif dan memiliki pengalaman dalam menjalankan kampanye digital dan offlineMemiliki pemahaman dalam mengidentifikasi audiens targetMemiliki pemahaman mendalam tentang saluran dan alat pemasaranMemiliki keterampilan desain grafis (misalnya, Adobe Photoshop, Canva)Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-manager/9c394d3b-7dbc-40ea-8ee6-c22308707087?utm_referrer=explore&traceInfo=1cde83ea-f4a3-4e28-81c1-0a1dfb6677e4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ba31a5d914a2444e14335975fbe7fc45.png
Host Talent Live Streaming GIRL ONLY,Betrade Angels,Marketing,Paruh Waktu · Kerja di kantor,Minimal SMP,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Host Talent Live Streaming GIRL ONLY Betrade AngelsSYARAT : 1. Usia 17-27 tahun! 2. Perempuan 3. Memiliki HP4. Minimal usia yang dapat memiliki KTP5. Goodlooking, Good Attitude6. Mau mengikuti semua arahan yang diberikan7. Non hijabKEUNTUNGAN : 1. Komisi tergantung kinerja2. Tempat ber AC3. Hanya bekerja 6 JAM SEHARI4. Gaji UMRLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/host-talent-live-streaming-girl-only/b7d898d1-7371-478f-954b-d462fe676bbc?utm_referrer=explore&traceInfo=1cde83ea-f4a3-4e28-81c1-0a1dfb6677e4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/09d39e9ff7eec65f954aac01aae7baf0.jpg
TALENT HOST LIVE GIRL ONLY,Betrade Angels,Marketing,Paruh Waktu · Kerja di kantor,Minimal SMP,1 - 3 tahun pengalaman,"Deskripsi pekerjaan TALENT HOST LIVE GIRL ONLY Betrade AngelsSYARAT : 1. Usia 17-27 tahun! 2. Perempuan 3. Memiliki HP4. Minimal usia yang dapat memiliki KTP5. Goodlooking, Good Attitude6. Mau mengikuti semua arahan yang diberikan7. Non hijabKEUNTUNGAN : 1. Komisi tergantung kinerja2. Tempat ber AC3. Hanya bekerja 6 JAM SEHARI4. Gaji UMRLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/talent-host-live-girl-only/a45f26f6-6916-432f-8734-9c3067f750d4?utm_referrer=explore&traceInfo=1cde83ea-f4a3-4e28-81c1-0a1dfb6677e4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/09d39e9ff7eec65f954aac01aae7baf0.jpg
host Live Streamer,Dirga Shop,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,Deskripsi pekerjaan host Live Streamer Dirga ShopHallo kami Mencari Karyawan Host Live untuk di Market Place dan Media Sosial.Job DescriptionsMenghadirkan siaran langsung yang menarik dan menghibur kepada audiens.Berinteraksi secara aktif dengan audiens melalui chat dan komentar.Menyampaikan konten dengan jelas dan memikat menggunakan kemampuan berbicara yang baik.Memahami tren dan topik yang sedang populer untuk menarik minat audiens.Memastikan kelancaran teknis selama siaran langsung.Mempromosikan dan memperkenalkan produk atau layanan perusahaan kepada audiens.Job RequirementsPendidikan minimal SMA atau setara.Kemampuan berbicara yang baik dan memiliki daya tarik di depan kamera.Kreatif dan mampu menghasilkan konten yang menarik dan menghibur.Keterampilan dalam membangun interaksi dengan audiens.Keterampilan teknis dasar dalam mengoperasikan peralatan streamingBenefit:- Di Training agar dapat memiliki skill berkomunikasi yang baik- Dapat Bonus 1 Tahun 2 kali- 6 bulan Bekerja Dapat Bonus jika Tembus TargetKAMI MEMLIKI MESSLihat Lebih Sedikit,https://glints.com/id/opportunities/jobs/host-live-streamer/bfcfda13-038e-4ee3-8c61-ab8c563cf258?utm_referrer=explore&traceInfo=1cde83ea-f4a3-4e28-81c1-0a1dfb6677e4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/45308c2fb5750441bde861d84a2f3439.png
Livestream Operation Supervisor (Mandarin Speaker),PT Boss Hire Indonesia,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Livestream Operation Supervisor (Mandarin Speaker) PT Boss Hire IndonesiaFollow our ins: ""bosshire.id"" and get more details!Responsibilities:Plan, organize, and supervise livestream sessions across platforms like Tiktok, Shopee, and social media channels.Collaborate closely with marketing and sales teams to align livestream content with promotional strategies and goals.Schedule and oversee livestream events to ensure seamless execution and adherence to timelines.Create compelling and informative content for livestream sessions, focusing on showcasing Breylee beauty products.Engage with viewers in real-time, addressing inquiries, providing product information, and resolving concerns.Cultivate an engaging and interactive atmosphere during livestreams to enhance viewer experience and satisfaction.Ensure all technical aspects of livestream setup (audio, video, lighting) are operational and optimized.Requirements:Have a Bachelor Degree or related backgroundFluent in Mandarin and proficient in English.Proven experience in livestream operations, preferably in the beauty or consumer goods industry.Tech-savvy with a good understanding of livestreaming platforms and digital marketing tools.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/livestream-operation-supervisor-mandarin-speaker/ce77068e-8fe7-4678-b018-0a3b936c2a58?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0c84cc07d78370245059bc3cef744710.jpg
HOST LIVE,Plumeria Scent,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan HOST LIVE Plumeria ScentSyarat Pekerjaan Host Live & Content Creator :• Wanita max 30 tahun• Energik, komunikatif• Memiliki kemampuan public speaking yang baik• Percaya diri di depan kamera• Berpenampilan menarik dan fashionable• Mampu melakukan direct selling• Bersedia melakukan LIVE sesuai jadwal yang telah di tentukan• Bertanggung jawab dengan materi yang akan disampaikan serta meningkatkan jumlah viewer dan pembeli di live streaming tersebut• Live Streaming dilakukan di Office Plumeria Scent• Melakukan pembuatan konten untuk Social Media, Reels & TikTokLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/host-live/1dfae62b-85b0-47f7-ad7e-42e20e0385ba?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2fb914989ca7fd36628abb6d35205ed0.png
Marketing Manager,LAJOLIE AESTHETIC,Marketing,Penuh Waktu · Hybrid,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Marketing Manager LAJOLIE AESTHETICJob DescriptionsMelakukan perencanaan, pengembangan, implementasi, dan pelaksanaan rencana pemasaran strategisMenentukan anggaran dan target pemasaran untuk mencapainyaMelakukan penelitian untuk mengetahui kebutuhan dan keinginan audiens targetMengidentifikasi masalah yang dihadapi konsumen dan mencari peluangMengembangkan audiens online melalui platform media sosiaMembuat konten untuk rilis pers, artikel, dan grafis sesuai kebutuhanMelacak, mengukur, dan menganalisis inisiatif pemasaranJob RequirementsPendidikan minimal S1 Ilmu Komunikasi / MarketingPengalaman minimal 3 tahun di bidang yang samaKreatif dan memiliki pengalaman dalam menjalankan kampanye digital dan offlineMemiliki pemahaman dalam mengidentifikasi audiens targetMemiliki pemahaman mendalam tentang saluran dan alat pemasaranMemiliki keterampilan desain grafis (misalnya, Adobe Photoshop, Canva)Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-manager/9c394d3b-7dbc-40ea-8ee6-c22308707087?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ba31a5d914a2444e14335975fbe7fc45.png
Host Talent Live Streaming GIRL ONLY,Betrade Angels,Marketing,Paruh Waktu · Kerja di kantor,Minimal SMP,Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Host Talent Live Streaming GIRL ONLY Betrade AngelsSYARAT : 1. Usia 17-27 tahun! 2. Perempuan 3. Memiliki HP4. Minimal usia yang dapat memiliki KTP5. Goodlooking, Good Attitude6. Mau mengikuti semua arahan yang diberikan7. Non hijabKEUNTUNGAN : 1. Komisi tergantung kinerja2. Tempat ber AC3. Hanya bekerja 6 JAM SEHARI4. Gaji UMRLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/host-talent-live-streaming-girl-only/b7d898d1-7371-478f-954b-d462fe676bbc?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/09d39e9ff7eec65f954aac01aae7baf0.jpg
TALENT HOST LIVE GIRL ONLY,Betrade Angels,Marketing,Paruh Waktu · Kerja di kantor,Minimal SMP,1 - 3 tahun pengalaman,"Deskripsi pekerjaan TALENT HOST LIVE GIRL ONLY Betrade AngelsSYARAT : 1. Usia 17-27 tahun! 2. Perempuan 3. Memiliki HP4. Minimal usia yang dapat memiliki KTP5. Goodlooking, Good Attitude6. Mau mengikuti semua arahan yang diberikan7. Non hijabKEUNTUNGAN : 1. Komisi tergantung kinerja2. Tempat ber AC3. Hanya bekerja 6 JAM SEHARI4. Gaji UMRLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/talent-host-live-girl-only/a45f26f6-6916-432f-8734-9c3067f750d4?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/09d39e9ff7eec65f954aac01aae7baf0.jpg
host Live Streamer,Dirga Shop,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,Deskripsi pekerjaan host Live Streamer Dirga ShopHallo kami Mencari Karyawan Host Live untuk di Market Place dan Media Sosial.Job DescriptionsMenghadirkan siaran langsung yang menarik dan menghibur kepada audiens.Berinteraksi secara aktif dengan audiens melalui chat dan komentar.Menyampaikan konten dengan jelas dan memikat menggunakan kemampuan berbicara yang baik.Memahami tren dan topik yang sedang populer untuk menarik minat audiens.Memastikan kelancaran teknis selama siaran langsung.Mempromosikan dan memperkenalkan produk atau layanan perusahaan kepada audiens.Job RequirementsPendidikan minimal SMA atau setara.Kemampuan berbicara yang baik dan memiliki daya tarik di depan kamera.Kreatif dan mampu menghasilkan konten yang menarik dan menghibur.Keterampilan dalam membangun interaksi dengan audiens.Keterampilan teknis dasar dalam mengoperasikan peralatan streamingBenefit:- Di Training agar dapat memiliki skill berkomunikasi yang baik- Dapat Bonus 1 Tahun 2 kali- 6 bulan Bekerja Dapat Bonus jika Tembus TargetKAMI MEMLIKI MESSLihat Lebih Sedikit,https://glints.com/id/opportunities/jobs/host-live-streamer/bfcfda13-038e-4ee3-8c61-ab8c563cf258?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/45308c2fb5750441bde861d84a2f3439.png
Manager Marketing,PT BTYK,Marketing,Penuh Waktu · Remote/Dari rumah,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Manager Marketing PT BTYKJob DescriptionsMelakukan perencanaan, pengembangan, implementasi, dan pelaksanaan rencana pemasaran strategisMenentukan anggaran dan target pemasaran untuk mencapainyaMelakukan penelitian untuk mengetahui kebutuhan dan keinginan audiens targetMengidentifikasi masalah yang dihadapi konsumen dan mencari Job RequirementsMemimpin team untuk memasarkan produk Assuransi Prudential 1.Assuransi kesehatan 2.Assuransi Pendidikan 3.Assuransi Penyakit Kritis 4.Assuransi Jiwa5.Assuransi Pengganti Income 6.Assuransi Perlindungan HutangLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/manager-marketing/8354e509-6b6d-4d90-8511-574985a3c70b?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/07d201e6e2c90beca57cc3856a74a0f0.jpg
Jewellery Store Supervisor,Toko Mas Pantes,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),3 - 5 tahun pengalaman,Deskripsi pekerjaan Jewellery Store Supervisor Toko Mas Pantes1. Good Looking2. Pendikan S1 semua jurusan3. Pengalaman minimal 2 tahun di bidang jewellery atau diamond4. Bersedia bekerja di hari libur5. Bersedia ditempatkan di semua cabang6. Mampu mengelola team dengan baik7. Bertanggung jawab atas omset cabang8. Menyukai tantangan9. Berdedikasi tinggi10. Tidak sedang terikat dengan perusahaan manapun11. Hanya kandidat yang memilik pengalaman yang akan diproses lebih lanjutLihat Lebih Sedikit,https://glints.com/id/opportunities/jobs/jewellery-store-supervisor/17943ccc-7501-4d80-a409-26f75c41a751?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/00873108430cd564de9d41ce2a4c692f.jpeg
Marketing Executive,PT Asa Cipta Semesta,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),3 - 5 tahun pengalaman,"Deskripsi pekerjaan Marketing Executive PT Asa Cipta SemestaMARKETING EXECUTIVETanggung Jawab:1.	Membuka jalur komunikasi dan memupuk hubungan baik dengan calon pelanggan, mitra, dan anggota tim lainnya2.	Mendukung penjualan secara langsung melalui pemasaran online3.	Melaksanakan kegiatan pemasaran produk perusahaan, termasuk perencanaan promosi, iklan, dan pemeliharaan database pelanggan4.	Mengelola pembuatan dan distribusi materi pemasaran, termasuk keberadaan di media sosial, artikel, dan naskah telemarketing5.	Melakukan market research dan memantau aktivitas pesaing6.	Mendukung strategi pemasaran Perusahaan untuk mencapai pangsa pasar yang optimal7.	Tanggung jawab terkait pemasaran dan customer support lainnyaPersyaratan:1.	Kemampuan komunikasi baik lisan maupun tulisan, dan kerja sama yang baik2.	Kreatif, bertanggung jawab, pantang menyerah, dan bermotivasi tinggi3.	Pendidikan minimal S1 dan fresh graduate dipersilahkan untuk mendaftar4.	Diutamakan menguasai Online Marketing, Marketplace, dan Media Sosial5.	Kemampuan mengelola website dan SEO (Optional)6.	Kemampuan berbahasa Inggris (Optional)Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-executive/0ed84c6e-d573-4ffa-b751-1f0cc52aef2b?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2fc336f0ed80046ac932b2fbc3855cef.jpg
Marketing,RENDIFARM,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),1 - 3 tahun pengalaman,Deskripsi pekerjaan Marketing RENDIFARMmencapai target penjualan yg sudah di tetapkanmenjaga ASP produk yg telah di tentukanmelakukan kunjungan dan membuka new customer assortment produk per customermensupport promo yg telah di tentukan dan di lakukan oleh tim marketingLihat Lebih Sedikit,https://glints.com/id/opportunities/jobs/marketing/c664f10c-1311-4b93-91de-f2276c30e2f6?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/545061d987ff3531f23864468048308b.png
Advertiser,Brightlook.id,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Advertiser Brightlook.idJob Description :Mebuat perencanaan iklan organik maupun berbayarMengelola iklan mulai dari perencaan hingga iklan runningMembuat review hasil iklan melalui Facebook Ads, TikTok Ads, Google Ads dan MarketplaceMelakukan rekapitulasi hasil iklanMemahami pengelolaan SEOMemiliki kemampuan analisa dan problem solvingJob Requirement :Minimal S1 semua jurusan Berpengalaman minimal 1 tahun Mampu memahami dan mengolah sosial media marketing (Facebook Ads, TikTok Ads, Google Ads, META) & Marketplace Mampu menganalisa engagement, tren dan insightWAJIB MENYERTAKAN PORTFOLIO ADSLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/advertiser/a8f820fc-1c47-4d11-a28d-500498b08346?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f3c63c63ead38706d8a17158a1bc8217.jpg
Host Live Streaming,Afifah Collection,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Host Live Streaming Afifah CollectionWe are hiring Host Live StreamingWanita muslimah berdomisili Jakarta BaratMaximal umur 25 tahunBerpengalaman 1th lebihCerewet, Bawel, ngomong terusPenggemar Fashion MuslimPercaya DiriDisiplin, Teliti, JujurMemiliki kendaraan sendiriPhotogenicMampu memasarkan Produk (bawel)Salary / gaji diinfokan lebih lanjut saat interviewLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/host-live-streaming/d9adcabc-60de-4dff-a740-920d2854fa6a?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/cde4602458cc0f2974b00be17aab5db8.jpg
Advertising,Millenial Project Group,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Advertising Millenial Project GroupJob Descriptions• Membangun, menangani, dan mengelola akun media sosial perusahaan• Menganalisa pertanyaan publik pada media sosial• Membangun hubungan personal dan membantu menyatukan orang-orang dengan minat yang serupa• Menjalankan promosi dan kampanye sosial secara teratur dan meninjau kampanye• Berkolaborasi dan melaksanakan kampanye pemasaran digital termasuk SEO/SEM• Memantau perkembangan terbaru di situs dan tren media sosial atau teknologi terkiniJob Requirement• Pengalaman minimal 1 tahun di bidang yang sama• Kemampuan menulis dan berkomunikasi yang baik• Mahir dalam penggunaan perangkat digital marketer• Pengetahuan dasar tentang SEO/SEM• Kemampuan dalam pembuatan konten dan pengelolaan platform media sosial• Keterampilan analitis dan evaluasi yang baikLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/advertising/e1812a4e-6c3b-484f-b560-a4d2859ff711?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/19b18204676660eb93bba28d5578d893.png
Video Content Creator,Niclea Interior,Marketing,Penuh Waktu · Hybrid,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Video Content Creator Niclea InteriorDiskripsi Pekerjaan :- Membuat konten yang menarik - Membangun branding yang konsisten dan profesional - Membuat strategi konten- Meneliti topik terkait bisnis yang dikembangkan perusahaan- Melakukan evaluasi dan analisa terhadap konten yang telah di rilis Kriteria :- Memiliki skill time manajement, komunikasi, dan copywriting - Kreatifitas tinggi, flexible, dan adaptif- menguasai editing video dan voice over- diutamakan memiliki device sendiri (Hp / laptop)- Domisili Surabaya - Menyukai kerja di lapangan (pengambilan gambar di proyek yang sedang berjalan)Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/video-content-creator/06fc9618-ebfb-4811-9b2f-55065fc0dfbf?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9054c1c132a26d54048900fc84528a2e.jpg
Social Media Specialist - Internship,Peluang.co,Marketing,Magang · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Social Media Specialist - Internship Peluang.coPeluang currently looking for a Social Media Specialist Internship! In this dynamic SMEs industry, we are looking for some who loves to create a content, confidence and also creative thinker ✨Responsibilities Create content video for IG Reels & Tiktok Videos for Rabbit Habit Confidence in front of camera and act as a Talent for the Videos Create IG Story / IG Feeds if needed Conduct research trends and tactics for retention across social media platform (YouTube, IG, and TikTok) Pitching ideas/bits/challenges to other team for approvalRequirements: University student looking for internship & fresh graduated Can commit to working full time for a 6 months Good attitude & willing to learn Familiar with simple video production (Reels & TikTok Style) Familiar with editing software on smartphones such as CapCut, InShot, etc. Passionate about video making & interest in social mediaLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/social-media-specialist-internship/ffc716c1-51e3-4d35-8603-3b9c3a8ff154?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f6b1ba6c736412d228b79ddf7aed8843.png
Sosial Media Specialis,Ayza Furniture Custome,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,3 - 5 tahun pengalaman,"Deskripsi pekerjaan Sosial Media Specialis Ayza Furniture CustomeKualifikasi :- Laki - laki beragama Islam- Pendidikan SMA/SMK sederajat- Teliti, tangung jawab dan jujur- Domisili sekitar soreang dan sekitarnya- Mampu beradaptasi di lingkungan baru- MAmpu bekerjasama dengan tim- Mempunyai pengalaman atau kemampuan didalam   mengelola akun Instagram bisnis secara organik - mampu membuat konten viral- Mampu meningkatkan engagement konten Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/sosial-media-specialis/57062d60-74f0-460e-a2e4-dc4f1d1fef4e?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c695135415ad660ea1786882a99f86ea.png
Creative Conten Creator,Ayza Furniture Custome,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Creative Conten Creator Ayza Furniture CustomeKualifikasi :- Laki-laki beragama islam- Teliti, tangung jawab dan jujur- Memiliki kendaraan bermotor- Mampu beradaptasi dengan lingkungan baru- Domisili sektiran soreang dan sekitannya- Mampu bekerjasama dengan tim- Mampu membuat konten viral dan fypBenefit :- Gaji Bulanan - Gaji berpotensi naik jika performa kerja terus naikLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/creative-conten-creator/3c581ac0-8757-4122-a07a-fc37f8283f9c?utm_referrer=explore&traceInfo=32caa5e4-25d6-426f-9270-b12119e5bb87,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c695135415ad660ea1786882a99f86ea.png
